State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
OH,92,415,no,no,0,145.9,90,148.1,105,241.3,93,8.4,1,2,False,False,0.000372092530597001
CO,65,408,no,no,0,131.5,119,222.3,119,155.3,83,11.1,7,1,False,False,0.000249789329245687
NC,210,415,no,yes,31,313.8,87,147.7,103,192.7,97,10.1,7,3,False,False,0.00325067690573633
NJ,65,415,no,no,0,97.9,138,173,102,262.2,92,9.2,4,1,False,False,0.0168574638664722
MT,63,415,no,yes,33,184.2,111,312.6,89,264,55,12.2,4,1,False,False,0.000165186662343331
AL,96,415,no,yes,18,262.9,57,190.2,107,293.5,103,11.8,4,3,False,False,0.0031153776217252
VA,118,408,no,no,0,189.3,119,233.5,112,270.9,104,10,1,2,False,False,0.00142217648681253
HI,105,510,no,no,0,125.4,116,261.5,95,241.6,104,11.4,9,2,False,False,0.000361683662049472
HI,134,408,no,no,0,242.4,126,152.9,115,318.3,115,11.8,6,1,False,False,0.0155607461929321
NH,78,408,no,yes,28,130.5,109,173.3,99,192.2,106,10.4,3,3,False,False,0.000310607516439632
IN,141,415,no,yes,39,116.9,127,276.5,88,289.9,125,12.3,2,0,False,False,0.00279939849860966
MI,136,415,no,yes,24,50.1,134,295.8,89,111.8,115,11,6,0,False,False,9.44542625802569E-05
VA,136,408,no,no,0,142.3,79,158,113,177.5,75,6,11,2,False,False,0.0018281233496964
WI,116,415,no,yes,35,200.4,104,272.8,89,214.5,100,8.3,4,1,False,False,0.000823513197246939
GA,103,415,no,yes,28,121,105,270.4,100,160.5,76,7.7,4,2,False,False,0.00284853368066251
SD,183,415,no,yes,31,171.2,104,193.6,74,196.5,85,10.2,4,1,False,False,0.00122534425463527
OH,143,415,no,no,0,223.3,99,167.1,128,203,84,4.5,4,0,True,False,0.000190503444173373
KS,24,510,no,yes,41,187.1,80,286.1,77,188,107,10.4,2,1,False,False,0.000877042126376182
OH,107,415,no,yes,26,234,116,223.9,103,246.5,105,13.8,1,1,False,False,0.000914230826310813
NV,136,415,no,yes,21,179.4,88,181.1,97,320.7,120,9.5,4,2,False,False,0.000888220616616309
FL,68,415,no,yes,24,176,118,277.9,116,174.7,71,14.7,7,1,False,False,0.00121282285545021
MN,133,415,no,no,0,128.9,85,201.4,93,275.3,103,11.1,3,1,False,False,0.000607275345828384
OH,111,408,yes,no,0,145.8,106,172.5,143,143.9,123,11.9,4,1,False,False,0.00012477400014177
TN,125,415,no,no,0,138.5,96,159.7,117,212.7,91,7.7,3,2,False,False,0.000138714618515223
TX,50,510,no,no,0,188.9,94,203.9,104,151.8,124,11.6,8,3,False,False,0.0722034350037575
WV,74,408,no,no,0,176.1,79,208.3,105,237.5,86,16.1,4,4,False,False,0.00012792376219295
OR,140,415,no,no,0,120.3,108,240.4,84,216.4,74,7.7,3,4,True,True,0.994876503944397
ID,49,415,no,no,0,101.7,71,223.2,102,182.1,112,7.3,3,3,False,False,0.000242406546021812
OR,48,415,no,no,0,190.4,92,317.5,85,133.4,113,8.3,4,2,False,False,0.000135048670927063
DE,145,415,no,no,0,189.3,113,203.7,92,218.3,103,14.2,3,5,False,False,0.000404963560868055
KY,127,415,no,no,0,264.5,75,179.2,91,141.9,93,8,1,1,False,False,0.00055475247791037
AL,106,415,no,no,0,223,121,110.1,98,188.7,107,7.1,12,0,False,False,0.000334311072947457
IN,68,510,no,no,0,249.9,127,254.5,118,273.2,98,8.9,6,2,True,True,0.997794151306152
TX,112,415,no,no,0,210.4,78,172.4,75,240,105,11.7,3,2,False,False,0.129586413502693
TX,149,510,no,no,0,221.4,95,198.7,63,106.2,70,10,3,1,False,False,0.00222576875239611
AZ,57,415,no,yes,25,182.4,92,214.7,104,174.4,110,10.1,2,1,False,False,0.0002793270687107
MT,137,408,yes,no,0,258,112,246.5,117,173.2,100,10.9,3,0,True,True,0.826464593410492
CT,129,510,no,yes,27,196.6,89,180.6,95,245,83,6.6,5,1,False,False,0.000881317304447293
ME,118,408,yes,yes,21,156.5,122,209.2,125,158.7,81,11.1,3,4,True,True,0.99083137512207
AK,55,408,no,yes,39,139.3,101,178.3,117,246.5,104,8.1,1,3,False,False,9.30463647819124E-05
NM,89,408,no,no,0,269.8,94,227,125,212.2,135,4.7,6,1,True,True,0.99941086769104
MS,150,510,no,no,0,126,99,238.5,73,285.1,100,10.2,6,3,False,False,0.00221183593384922
CO,132,415,no,no,0,197.8,66,133.9,119,177.3,94,10.9,3,4,True,False,0.0370504595339298
NC,61,510,no,no,0,7.2,97,221.8,78,174.5,94,12,4,1,False,False,0.00106687797233462
IN,66,408,no,no,0,241.7,112,251.6,78,105,82,11.3,2,2,False,False,0.0105333747342229
CO,90,408,no,yes,30,183.8,76,229.7,95,144.1,124,7.7,3,1,False,False,0.000386108848033473
OK,28,408,no,no,0,225.7,70,206.9,90,167.9,88,13.8,3,1,False,False,0.00616265134885907
UT,52,408,no,no,0,288.2,108,129.6,136,229.6,73,9.6,5,4,False,False,0.232152029871941
DE,87,415,no,yes,28,202.7,124,248.9,98,184.7,50,14.7,6,1,False,False,0.000171747567947023
NE,67,510,no,yes,31,175.2,68,199.2,73,219.8,99,13.2,6,1,False,False,0.00142987619619817
OR,161,408,no,no,0,196.6,73,170.2,79,194.3,79,12.5,3,1,False,False,0.00116641784552485
MD,106,415,no,no,0,165.3,118,210,101,187.2,93,8.5,3,2,False,False,0.000706735707353801
MS,145,510,yes,yes,30,175.3,107,153.3,116,233.6,85,11.1,3,1,False,False,9.84241414698772E-05
HI,101,415,no,yes,24,114.1,95,161.5,86,176.3,90,13,9,2,False,False,0.000283292116364464
WV,104,415,no,no,0,225.9,123,162.8,106,272.1,85,10.1,4,1,False,False,0.00417956057935953
RI,137,408,yes,no,0,159.1,80,239.8,81,249,96,8.5,5,0,False,False,0.000153278742800467
IN,51,510,no,no,0,214.8,94,149.7,58,283.4,66,10.2,5,0,False,False,0.000209842168260366
OR,102,415,no,yes,25,187.5,105,272.3,88,216.4,91,11.7,2,2,False,False,0.00202307500876486
